,filename,code
811,706.py,"class MyHashMap:

    def __init__(self):
        self.arr = [-1] * 1000001

    def put(self, key, value):
        self.arr[key] = value

    def get(self, key):
        return self.arr[key]

    def remove(self, key):
        self.arr[key] = -1"
812,707.py,"class Node:
    def __init__(self, value):
        self.val = value
        self.next = self.pre = None
class MyLinkedList:

    def __init__(self):
        self.head = self.tail = Node(-1)
        self.head.next = self.tail
        self.tail.pre = self.head
        self.size = 0
        
    def add(self, preNode, val):
        node = Node(val)
        node.pre = preNode
        node.next = preNode.next
        node.pre.next = node.next.pre = node
        self.size += 1
        
    def remove(self, node):
        node.pre.next = node.next
        node.next.pre = node.pre
        self.size -= 1
        
    def forward(self, start, end, cur):
        while start != end:
            start += 1
            cur = cur.next
        return cur
    
    def backward(self, start, end, cur):
        while start != end:
            start -= 1
            cur = cur.pre
        return cur
    
    def get(self, index):
        if 0 <= index <= self.size // 2:
            return self.forward(0, index, self.head.next).val
        elif self.size // 2 < index < self.size:
            return self.backward(self.size - 1, index, self.tail.pre).val
        return -1

    def addAtHead(self, val):
        self.add(self.head, val)

    def addAtTail(self, val):
        self.add(self.tail.pre, val)

    def addAtIndex(self, index, val):
        if 0 <= index <= self.size // 2:
            self.add(self.forward(0, index, self.head.next).pre, val)
        elif self.size // 2 < index <= self.size:
            self.add(self.backward(self.size, index, self.tail).pre, val)

    def deleteAtIndex(self, index):
        if 0 <= index <= self.size // 2:
            self.remove(self.forward(0, index, self.head.next))
        elif self.size // 2 < index < self.size:
            self.remove(self.backward(self.size - 1, index, self.tail.pre))"
813,709.py,"class Solution:
    def toLowerCase(self, str): 
        return """".join(chr(ord(c) + 32) if 65 <= ord(c) <= 90 else c for c in str)"
814,71.py,"class Solution:
    def simplifyPath(self, path):
        stack = [] 
        for c in path.split(""/""):
            stack = stack[:-1] if c== "".."" else stack + [c] if c and c != ""."" else stack
        return ""/"" + ""/"".join(stack)"
815,710.py,"class Solution:

    def __init__(self, N, blacklist):
        self.forbidden, self.n, self.used, self.cur = set(blacklist), N, set(), 0
    def pick(self):
        while self.cur in self.forbidden: self.cur += 1
        if self.cur < self.n: num, self.cur = self.cur, self.cur + 1
        else: num = self.used.pop()
        self.used.add(num)
        return num"
816,711.py,"class Solution:
    def numDistinctIslands2(self, grid: List[List[int]]) -> int:
        if not grid or not grid[0]: return 0
        m,n=len(grid),len(grid[0])

        # augment matrix to void length check
        grid.append([0]*n)
        for row in grid: row.append(0)

        self.pool=set()
        self.res=0

        def bfs(i0,j0):
            grid[i0][j0]=-1
            q=[(i0,j0)]
            for i,j in q:
                for I,J in (i-1,j),(i+1,j),(i,j-1),(i,j+1):
                    if grid[I][J]==1:
                        grid[I][J]=-1
                        q.append([I,J])
            self.addisland(q)
       
        for i in range(m):
            for j in range(n):
                if grid[i][j]==1: bfs(i,j)

        return self.res

    def addisland(self,q):
            Imin=min(x for x,y in q)
            Jmin=min(y for x,y in q)
            island1=tuple(sorted((x-Imin,y-Jmin) for x,y in q)) # original island
           
            if island1 in self.pool: return None
            self.res+=1

            Imax=max(x for x,y in island1)
            Jmax=max(y for x,y in island1)

            island2=tuple(sorted((-x+Imax,y) for x,y in island1)) # x axis mirror
            island3=tuple(sorted((x,-y+Jmax) for x,y in island1)) # y axis mirror
            island4=tuple(sorted((-x+Imax,-y+Jmax) for x,y in island1)) # origin mirror

            island5=tuple(sorted((y,x) for x,y in island1)) # diagonal mirror
            island6=tuple(sorted((-x+Jmax,y) for x,y in island5))
            island7=tuple(sorted((x,-y+Imax) for x,y in island5))
            island8=tuple(sorted((-x+Jmax,-y+Imax) for x,y in island5))

            self.pool |= set([island1,island2,island3,island4,island5,island6,island7,island8])"
817,712.py,"class Solution:
    def minimumDeleteSum(self, s1, s2):
        l1, l2 = len(s1) + 1, len(s2) + 1
        d = [[0] * l2 for i in range(l1)]
        for i in range(l1):
            for j in range(l2):
                c1, c2 = ord(s1[i - 1]), ord(s2[j - 1])
                if not i * j:
                    d[i][j] = d[i - 1][j] + c1 if i else d[i][j - 1] + c2 if j else 0
                elif s1[i - 1] == s2[j - 1]: 
                    d[i][j] = d[i - 1][j - 1]
                else: 
                    d[i][j] = min(d[i - 1][j] + c1, d[i][j - 1] + c2, d[i - 1][j - 1] + c1 + c2)
        return d[-1][-1]"
818,713.py,"class Solution:
    def numSubarrayProductLessThanK(self, nums, k):
        l, res, cur = 0, 0, 1
        for i in range(len(nums)):
            cur *= nums[i]
            while cur >= k and l < i: l, cur = l + 1, cur // nums[l]
            if cur < k: res += i - l + 1
        return res"
819,714.py,"class Solution:
    def maxProfit(self, prices, fee):
        pre = [0, -float(""inf"")]
        for p in prices:
            p0, p1 = pre[1] + p - fee, pre[0] - p
            if p0 > pre[0]: pre[0] = p0
            if p1 > pre[1]: pre[1] = p1
        return pre[0]"
820,715.py,"from bisect import bisect_left as bl, bisect_right as br

class RangeModule:

    def __init__(self):
        self._X = []

    def addRange(self, left, right):
        i, j = bl(self._X, left), br(self._X, right)
        self._X[i:j] = [left]*(i%2 == 0) + [right]*(j%2 == 0)

    def queryRange(self, left, right):
        i, j = br(self._X, left), bl(self._X, right)
        return i == j and i%2 == 1

    def removeRange(self, left, right):
        i, j = bl(self._X, left), br(self._X, right)
        self._X[i:j] = [left]*(i%2 == 1) + [right]*(j%2 == 1)"
821,716.py,"class Node:
    def __init__(self, value, index):
        self.val = value
        self.i = index
        self.pre = self.next = None
class MaxStack:

    def __init__(self):
        """"""
        initialize your data structure here.
        """"""
        self.heap = []
        self.Nodes = {}
        self.head = self.tail = Node(0, -1)
        self.head.next = self.tail
        self.tail.pre = self.head
        

    def push(self, x):
        """"""
        :type x: int
        :rtype: void
        """"""
        newNode = Node(x, self.tail.pre.i + 1)
        newNode.pre = self.tail.pre
        newNode.next = self.tail
        self.tail.pre.next = self.tail.pre = newNode
        self.Nodes[newNode.i] = newNode
        heapq.heappush(self.heap, (-x, -newNode.i))

    def pop(self):
        """"""
        :rtype: int
        """"""
        node = self.tail.pre
        node.pre.next = self.tail
        self.tail.pre = node.pre
        self.Nodes.pop(node.i)
        if node.i == -self.heap[0][1]:
            heapq.heappop(self.heap)
        return node.val

    def top(self):
        """"""
        :rtype: int
        """"""
        return self.tail.pre.val

    def peekMax(self):
        """"""
        :rtype: int
        """"""
        while -self.heap[0][1] not in self.Nodes or self.Nodes[-self.heap[0][1]].val != -self.heap[0][0]:
            heapq.heappop(self.heap)
        return -self.heap[0][0]

    def popMax(self):
        """"""
        :rtype: int
        """"""
        while -self.heap[0][1] not in self.Nodes or self.Nodes[-self.heap[0][1]].val != -self.heap[0][0]:
            heapq.heappop(self.heap)
        node = self.Nodes.pop(-self.heap[0][1])
        node.pre.next = node.next
        node.next.pre = node.pre
        return -heapq.heappop(self.heap)[0]


# Your MaxStack object will be instantiated and called as such:
# obj = MaxStack()
# obj.push(x)
# param_2 = obj.pop()
# param_3 = obj.top()
# param_4 = obj.peekMax()
# param_5 = obj.popMax()"
822,717.py,"class Solution:
    def isOneBitCharacter(self, bits):
        """"""
        :type bits: List[int]
        :rtype: bool
        """"""
        while bits:
            last=bits.pop(0)
            if last==1:bits.pop(0)
        return True if last==0 else False"
823,718.py,"class Solution:
    def findLength(self, A, B):
        A, res, sub = ""X%sX"" % ""X"".join(map(str, A)), 0, ""X""
        for num in B:
            sub += str(num) + ""X""
            if sub in A: res += 1
            else: sub = sub[sub[1:].index(""X"") + 1:]
        return res"
824,719.py,"class Solution(object):
    def countPairsLTE(self, array, value):
        return sum(bisect.bisect_right(array, array[i] + value, lo = i) - i - 1 for i in range(len(array)))
        
    def smallestDistancePair(self, nums, k):
        nums.sort()
        low, high = min([nums[i + 1] - nums[i] for i in range(len(nums) - 1)]), nums[-1] - nums[0]
        while low < high:
            mid = (low + high) // 2
            if self.countPairsLTE(nums, mid) < k:
                low = mid + 1
            else:
                high = mid
        return low"
825,72.py,"class Solution:
    def minDistance(self, w1: str, w2: str) -> int:
        dp = [[0] * (len(w2) + 1) for i in range(len(w1) + 1)]
        for i in range(len(w1) + 1):
            for j in range(len(w2) + 1):
                if not (i and j):
                    dp[i][j] = i or j
                elif w1[i - 1] == w2[j - 1]:
                    dp[i][j] += dp[i - 1][j - 1]
                else:
                    dp[i][j] += min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1]) + 1
        return dp[-1][-1]"
826,720.py,"class Solution:
    def longestWord(self, words):
        """"""
        :type words: List[str]
        :rtype: str
        """"""
        for w in sorted(words, key = lambda x: (-len(x), x)):
            if all([True if w[:i] in set(words) - {w} else False for i in range(1, len(w))]): return w  
        return """""
827,721.py,"class Solution:
    def accountsMerge(self, accounts):
        def explore(mail, q):
            q += mail,
            visited.add(mail)
            for v in edges[mail]:
                if v not in visited: explore(v, q)
            return q
        edges, owner, visited, res = collections.defaultdict(list), {}, set(), []
        for acc in accounts:
            owner[acc[1]] = acc[0]
            for i in range(1, len(acc) - 1): 
                if acc[i] != acc[i + 1]:
                    edges[acc[i]] += acc[i + 1],
                    edges[acc[i + 1]] += acc[i],
        for acc in accounts:
            if acc[1] not in visited: res += [acc[0]] + sorted(explore(acc[1], [])),
        return res"
828,722.py,"class Solution:
    def removeComments(self, source):
        res, block, cont, blockStart = [], False, False, -1
        for line in source:
            if not cont: cache = """"
            for i, c in enumerate(line):
                if not block: cache += c
                if cache[-2:] == ""//"":
                    cache = cache[:-2]
                    break
                elif cache[-2:] == ""/*"": blockStart, cache, block = i, cache[:-2], True
                elif line[i - 1:i + 1] == ""*/"" and blockStart < i - 1: block = False
            if not block:
                if cache: res += cache,
                cont = False
            else: cont, blockStart = True, -1
        return res"
829,723.py,"class Solution:
    def candyCrush(self, board):
        m, n = len(board), len(board[0])
        def gravity():
            for j in range(n):
                stack = [board[i][j] for i in range(m - 1, -1, -1) if board[i][j] > 0]
                stack += [0] *  (m - len(stack))
                for i in range(m): board[i][j] = stack.pop()
        def crush():
            crush = False
            for i in range(m):
                for j in range(n):
                    if j > 1 and board[i][j] > 0 and board[i][j] == abs(board[i][j - 1]) == abs(board[i][j - 2]):
                        board[i][j - 2:j + 1] = [-abs(board[i][j]) for _ in range(3)]
                        crush = True
                    if i > 1 and board[i][j] != 0 and abs(board[i][j]) == abs(board[i - 1][j]) == abs(board[i - 2][j]):
                        if board[i][j] > 0: board[i][j] *= -1
                        if board[i - 1][j] > 0: board[i - 1][j] *= -1
                        if board[i - 2][j] > 0: board[i - 2][j] *= -1
                        crush = True
            return crush  
        while crush(): gravity()
        return board"
830,724.py,"class Solution:
    def pivotIndex(self, nums: List[int]) -> int:
        sm = sum(nums)
        cur = 0
        for i in range(len(nums)):
            if cur == sm - cur - nums[i]:
                return i
            cur += nums[i]
        return -1"
831,725.py,"class Solution:
    def splitListToParts(self, root: ListNode, k: int) -> List[ListNode]:
        n = 0
        node = root
        while node:
            n += 1
            node = node.next
        count = n // k
        residual = n % k

        i = 0
        ret = [[] for _ in range(k)]
        prev = root
        while prev and k > 0:
            node = prev
            leftover = count
            ret[i] = node
            i += 1
            while node and leftover > 1:
                node = node.next
                leftover -= 1
            if node and count != 0 and residual:
                node = node.next
                residual -= 1
            prev = node.next if node else None
            if node:
                node.next = None
            k -= 1
        return ret
"
832,726.py,"class Solution:
    def countOfAtoms(self, formula):
        dic, coeff, stack, elem, cnt, i = collections.defaultdict(int), 1, [], """", 0, 0  
        for c in formula[::-1]:
            if c.isdigit():
                cnt += int(c) * (10 ** i)
                i += 1
            elif c == "")"":
                stack.append(cnt)
                coeff *= cnt
                i = cnt = 0
            elif c == ""("":
                coeff //= stack.pop()
                i = cnt = 0
            elif c.isupper():
                elem += c
                dic[elem[::-1]] += (cnt or 1) * coeff
                elem = """"
                i = cnt = 0
            elif c.islower():
                elem += c
        return """".join(k + str(v > 1 and v or """") for k, v in sorted(dic.items()))"
833,727.py,"class Solution:
    def minWindow(self, S: str, T: str) -> str:
        def dfs(i, j):
            if j == len(T): return i
            if (i, j) not in memo:
                ind = S.find(T[j], i + 1)
                memo[(i, j)] = float('inf') if ind == -1 else dfs(ind, j + 1)
            return memo[(i, j)]
            
        l, res, memo = float('inf'), '', {}
        for i, s in enumerate(S):
            if s == T[0]:
                j = dfs(i, 1)
                if j - i < l:
                    l, res = j - i, S[i:j + 1]
        return res"
834,728.py,"class Solution:
    def selfDividingNumbers(self, left, right):
        """"""
        :type left: int
        :type right: int
        :rtype: List[int]
        """"""
        return [num for num in range(left,right+1) if len([char for char in str(num) if int(char)!=0 and num%int(char)==0])==len(str(num)) ]"
835,729.py,"class Node:
    def __init__(self,s,e):
        self.e = e
        self.s = s
        self.left = None
        self.right = None
class MyCalendar:

    def __init__(self):
        self.root = None

    def book_helper(self,s,e,node):
        if s>=node.e:
            if node.right: return self.book_helper(s,e,node.right)
            else:
                node.right = Node(s,e)
                return True
        elif e<=node.s:
            if node.left: return self.book_helper(s,e,node.left)
            else:
                node.left = Node(s,e)
                return True
        else: return False
    def book(self, start, end):
        """"""
        :type start: int
        :type end: int
        :rtype: bool
        """"""
        if not self.root:
            self.root = Node(start,end)
            return True
        return self.book_helper(start,end,self.root)


# Your MyCalendar object will be instantiated and called as such:
# obj = MyCalendar()
# param_1 = obj.book(start,end)"
836,73.py,"class Solution:
    def setZeroes(self, matrix):
        m, n, x = len(matrix), len(matrix and matrix[0]), 0
        for i in range(m):
            for j in range(n):
                if i < m - 1 and not matrix[i][j] and matrix[i + 1][j]: matrix[i + 1][j] = None
        for i in range(m - 1, -1, -1):
            for j in range(n - 1, -1, -1):
                if i > 0 and not matrix[i][j] and matrix[i - 1][j]: matrix[i - 1][j] = None
        while x < m:
            y = 0
            while y < n:
                if matrix[x][y] == 0: matrix[x], y = [0] * n, n 
                elif not matrix[x][y]: matrix[x][y] = 0
                y += 1 
            x += 1 "
837,730.py,"class Solution:
    def countPalindromicSubsequences(self, S):
        mod, memo = 10 ** 9 + 7, {}
        def dfs(i, j):
            if (i, j) not in memo:
                cnt = 0
                for x in ""abcd"":
                    try: l, r = S[i:j + 1].index(x) + i, S[i:j + 1].rindex(x) + i
                    except: continue  
                    cnt += l != r and dfs(l + 1, r - 1) + 2 or 1
                memo[(i, j)] = cnt % mod
            return memo[(i, j)]
        return dfs(0, len(S) - 1)"
838,731.py,"class MyCalendarTwo:
    def __init__(self):
            self.overlaps = []
            self.calendar = []

    def book(self, start, end):
        for i, j in self.overlaps:
            if start < j and end > i:
                return False
        for i, j in self.calendar:
            if start < j and end > i:
                self.overlaps.append((max(start, i), min(end, j)))
        self.calendar.append((start, end))
        return True"
839,732.py,"class MyCalendarThree:

    def __init__(self):
        self.times = []

    def book(self, start, end):
        bisect.insort(self.times, (start, 1))
        bisect.insort(self.times, (end, -1))
        res = cur = 0
        for _, x in self.times:
            cur += x
            res = max(res, cur)
        return res"
840,733.py,"class Solution:
    def floodFill(self, image, sr, sc, newColor):
        old, m, n = image[sr][sc], len(image), len(image[0])
        if old != newColor: 
            q = collections.deque([(sr, sc)])
            while q:
                i, j = q.popleft()
                image[i][j] = newColor
                for x, y in ((i - 1, j), (i + 1, j), (i, j - 1), (i, j + 1)):
                    if 0 <= x < m and 0 <= y < n and image[x][y] == old: 
                        q.append((x, y))
        return image"
841,734.py,"class Solution:
    def areSentencesSimilar(self, words1: List[str], words2: List[str], pairs: List[List[str]]) -> bool:
        sim = collections.defaultdict(set)
        for a, b in pairs:
            sim[a].add(b)
            sim[b].add(a)
        return len(words1) == len(words2) and all(w1 == w2 or w2 in sim[w1] for w1, w2 in zip(words1, words2))"
842,735.py,"class Solution:
    def asteroidCollision(self, asteroids):
        """"""
        :type asteroids: List[int]
        :rtype: List[int]
        """"""
        stack = []
        for asteroid in asteroids:
            stack.append(asteroid)
            while len(stack) > 1 and stack[-2] > 0 and stack[-1] < 0:
                if stack[-2] < abs(stack[-1]): stack[-2] = stack[-1]
                elif stack[-2] == abs(stack[-1]): stack.pop()
                stack.pop()
        return stack            "
843,736.py,"class Solution:
    def evaluate(self, expression):
        scopes, items = [{}], [[""root""]]
        for item in expression.replace("")"", "" )"").split():
            if item[0] == ""("":
                items.append([item[1:]])
                if item[1:] == ""let"":
                    scopes.append(dict(scopes[-1]))
                continue
            elif item == "")"": 
                if items[-1][0] == ""add"":
                    item = str(int(items[-1][1]) + int(items[-1][-1]))
                elif items[-1][0] == ""mult"":
                    item = str(int(items[-1][1]) * int(items[-1][-1]))
                else:
                    item = items[-1][-1]
                    if item in scopes[-1]:
                        item = scopes[-1][item]
                    scopes.pop()
                items.pop()
            if item in scopes[-1] and (items[-1][0] != ""let"" or len(items[-1]) % 2 == 0):
                item = scopes[-1][item]
            if items[-1][0] == ""let"" and item.lstrip(""-"").isdigit():
                scopes[-1][items[-1][-1]] = item
            items[-1].append(item)
        return int(items[-1][-1])"
844,737.py,"class Solution:
    def areSentencesSimilarTwo(self, words1, words2, pairs):
        def dfs(node, Id):
            cc[node] = Id
            for v in adj[node]:
                if v not in cc:
                    dfs(v, Id)
        l1, l2, adj, cc = len(words1), len(words2), collections.defaultdict(set), {}
        if l1 != l2:
            return False
        for a, b in pairs:
            adj[a].add(b)
            adj[b].add(a)
        for Id, k in enumerate(adj):
            if k not in cc:
                dfs(k, Id)
        for w1, w2 in zip(words1, words2):
            if w1 not in cc or w2 not in cc:
                if w1 != w2:
                    return False
            elif cc[w1] != cc[w2]:
                return False
        return True"
845,738.py,"class Solution:
    def monotoneIncreasingDigits(self, N):
        """"""
        :type N: int
        :rtype: int
        """"""
        n, pos = str(N), 0
        for i, char in enumerate(n):
            if i>0 and int(n[i])<int(n[i-1]): return int("""".join(n[:pos])+str(int(n[pos])-1)+""9""*(len(n)-1-pos)) if int(n[pos])>1 else int(""9""*(len(n)-1-pos))
            elif i>0 and n[i] != n[i-1]: pos = i
        return N"
846,739.py,"class Solution:
    def dailyTemperatures(self, T: List[int]) -> List[int]:
        res = [0] * len(T)
        heap = []
        for j, t in enumerate(T):
            while heap and heap[0][0] < t:
                temp, i = heapq.heappop(heap)
                res[i] = j - i
            heapq.heappush(heap, (t, j))
        return res
        "
847,74.py,"class Solution:
    def searchMatrix(self, matrix, target):
        ls = list(itertools.chain(*matrix))
        return ls and ls[bisect.bisect(ls, target) - 1] == target or False"
848,740.py,"class Solution:
    def deleteAndEarn(self, nums):
        cnt, dp, maxs = collections.Counter(nums), {}, {}
        nums = sorted(set(nums))
        if len(nums) < 2:
            return nums and nums[0] * cnt[nums[0]] or 0
        for i in range(len(nums)):
            dp[i] = nums[i] * cnt[nums[i]]
            if i >= 2:
                if nums[i - 1] < nums[i] - 1:
                    dp[i] += maxs[i - 1]
                else:
                    dp[i] += maxs[i - 2]
                maxs[i] = max(dp[i], maxs[i - 1])
            elif i:
                if nums[i - 1] < nums[i] - 1:
                    dp[i] += dp[i - 1]
                maxs[i] = max(dp[i], dp[i - 1])
            else:
                maxs[i] = dp[i]
        return max(dp[len(nums) - 1], dp[len(nums) - 2])"
849,741.py,"class Solution(object):
    def cherryPickup(self, grid):
        if grid[-1][-1] == -1: return 0
        memo, n = {}, len(grid)
        def dp(i1, j1, i2, j2):
            if (i1, j1, i2, j2) in memo: return memo[(i1, j1, i2, j2)]
            if n in (i1, j1, i2, j2) or -1 in (grid[i1][j1], grid[i2][j2]): return -1
            if i1 == i2 == j1 == j2 == n - 1: return grid[-1][-1]
            mx = max(dp(i1+1, j1, i2+1, j2), dp(i1+1, j1, i2, j2+1), dp(i1, j1+1, i2+1, j2), dp(i1, j1+1, i2, j2+1))
            if mx == - 1: out = -1 
            elif i1 == i2 and j1 == j2: out = mx + grid[i1][j1]
            else: out = mx + grid[i1][j1] + grid[i2][j2]
            memo[(i1, j1, i2, j2)] = out
            return out
        return max(0, dp(0, 0, 0, 0))"
850,742.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def findClosestLeaf(self, root, k):
        adj, q, visited = collections.defaultdict(list), [], collections.defaultdict(int)
        def dfs(node):
            if node:
                if node.val == k:
                    q.append(node)
                    visited[node.val] = 1
                if node.left:
                    adj[node].append(node.left)
                    adj[node.left].append(node)
                    dfs(node.left)
                if node.right:
                    adj[node].append(node.right)
                    adj[node.right].append(node)
                    dfs(node.right)
        dfs(root)
        while q:
            new = []
            for node in q:
                if not node.left and not node.right:
                    return node.val
                for v in adj[node]:
                    if not visited[v.val]:
                        visited[v.val] = 1
                        new.append(v)
            q = new                "
851,743.py,"class Solution:
    def networkDelayTime(self, times, N, K):
        q, t, adj = [(0, K)], {}, collections.defaultdict(list)
        for u, v, w in times:
            adj[u].append((v, w))
        while q:
            time, node = heapq.heappop(q)
            if node not in t:
                t[node] = time
                for v, w in adj[node]:
                    heapq.heappush(q, (time + w, v))
        return max(t.values()) if len(t) == N else -1"
852,744.py,"class Solution:
    def nextGreatestLetter(self, letters, target):
        return letters[bisect.bisect(letters, target) % len(letters)]"
853,745.py,"class WordFilter:
    def __init__(self, words):
        self.p, self.s, self.ind = collections.defaultdict(set), collections.defaultdict(set), {}
        for i, w in enumerate(words): 
            self.ind[w] = i
            self.p[""""].add(w)
            self.s[""""].add(w)
            for i in range(1, len(w) + 1): 
                self.p[w[:i]].add(w)
                self.s[w[-i:]].add(w)
    def f(self, prefix, suffix): return max((self.ind[c] for c in self.p[prefix] & self.s[suffix]), default = -1)"
854,746.py,"class Solution:
    def minCostClimbingStairs(self, cost):
        """"""
        :type cost: List[int]
        :rtype: int
        """"""
        for i in range(2,len(cost)): cost[i]+=min(cost[i-1],cost[i-2])
        return min(cost[-1],cost[-2])"
855,747.py,"class Solution:
    def dominantIndex(self, nums: List[int]) -> int:
        mx = max(nums)
        return nums.index(mx) if all(num * 2 <= mx for num in nums if num < mx) else -1"
856,748.py,"class Solution:
    def shortestCompletingWord(self, lp, words):
        cntr_lp, res = {k: v for k, v in collections.Counter(lp.lower()).items() if k.isalpha()}, [None, None]
        for word in words:
            check = collections.Counter(word.lower())
            if all(True if k in check and v <= check[k] else False for k, v in cntr_lp.items()):
                if not any(res) or len(word) < res[1]: res = [word, len(word)]
        return res[0]   "
857,749.py,"class Solution(object):
    def containVirus(self, grid):
        """"""
        :type grid: List[List[int]]
        :rtype: int
        """"""
        if not grid: return None
        N,M=len(grid),len(grid[0])
        
        def around(r,c,t=None):
            # all cells 1-step away from (r,c)
            # optionally, if t!=None, target value must be t
            for d in (-1,1):
                for (rr,cc) in ((r+d,c), (r,c+d)):
                    if 0<=rr<N and 0<=cc<M and (t == None or grid[rr][cc]==t):
                        yield (rr,cc)
        
        def regions():
            regs=[]
            seen=set()
            for r in range(N):
                for c in range(M):
                    if grid[r][c]==1 and (r,c) not in seen:
                        # this is a new region. do a BFS to find all contiguous ones
                        reg=set()
                        front, newfront=[(r,c)], []
                        while front:
                            reg.update(front)
                            while front:
                                (r,c) = front.pop()
                                for (rr,cc) in around(r,c,1):
                                    if (rr, cc) not in reg:
                                        newfront.append((rr,cc))
                                        reg.add((rr, cc))
                            front,newfront=newfront,front
                        regs.append(reg)
                        seen.update(reg)
            return regs
        
        def reg_boundary(reg):
            # cells that would become infected by cells in reg
            bound=set()
            for (r,c) in reg:
                for (rr,cc) in around(r,c,0):
                    bound.add((rr,cc))

            return bound
        
        def reg_walls(reg,bound):
            # number of walls that would need to be built to contain reg
            walls=0
            for (r,c) in bound:
                for (rr,cc) in around(r,c,1):
                    if (rr,cc) in reg:
                        walls+=1    
            return walls
        gwalls=0
        
        while True:
            
            regs=regions()
            
            if not regs: break
            reg = max(regs, key=lambda reg: len(reg_boundary(reg)))
            walls=reg_walls(reg, reg_boundary(reg))
            gwalls+=walls
            
            # neutralize region
            for (r,c) in reg:
                grid[r][c]=2

            # compute next grid iteration after new infections
            infected=set()
            for r in range(N):
                for c in range(M):
                    if grid[r][c]==1:
                        for (rr, cc) in around(r, c, 0):
                            infected.add((rr, cc))

            for r, c in infected:
                grid[r][c]=1

            if not infected: break

        return gwalls"
858,75.py,"class Solution:
    def sortColors(self, nums):
        """"""
        :type nums: List[int]
        :rtype: void Do not return anything, modify nums in-place instead.
        """"""
        red, white, blue = 0, 0, len(nums)-1
        while white <= blue:
            if nums[white] == 0:
                nums[red], nums[white] = nums[white], nums[red]
                white += 1
                red += 1
            elif nums[white] == 1:
                white += 1
            else:
                nums[white], nums[blue] = nums[blue], nums[white]
                blue -= 1"
859,750.py,"class Solution:
    def countCornerRectangles(self, grid):
        ends, res = collections.defaultdict(int), 0
        for row in grid:
            for i in range(len(row) - 1):
                for j in range(i + 1, len(row)):
                    if row[i] and row[j]:
                        ends[(i, j)] = ends.get((i, j), 0) + 1
                        res += ends[(i, j)] - 1
        return res"
860,751.py,"class Solution:
    def ipToCIDR(self, ip: str, n: int) -> List[str]:
        s = ''.join(bin(int(num))[2:].zfill(8) for num in ip.split('.'))
        res = []
        while n:
            for i in range(31 - s.rindex('1'), -1, -1):
                if 2 ** i <= n:
                    res.append('.'.join(str(int(s[i:i + 8], 2)) for i in range(0, 32, 8)) + '/' + str(32 - i))
                    n -= 2 ** i
                    s = bin(int(s, 2) + 2 ** i)[2:].zfill(32)
                    break
        return res
        "
861,752.py,"class Solution:
    def openLock(self, deadends, target):
        moved, q, cnt, move = set(deadends), [""0000""], 0, {str(i): [str((i + 1) % 10), str((i - 1) % 10)] for i in range(10)}
        if ""0000"" in moved:
            return -1
        while q:
            new = []
            cnt += 1
            for s in q:
                for i, c in enumerate(s):
                    for cur in (s[:i] + move[c][0] + s[i + 1:], s[:i] + move[c][1] + s[i + 1:]):
                        if cur not in moved:
                            if cur == target:
                                return cnt
                            new.append(cur)
                            moved.add(cur)
            q = new
        return -1"
862,753.py,"class Solution:
    def crackSafe(self, n, k):
        s = '0' * (n - 1)
        D = '9876543210'[-k:]
        for _ in range(k**n):
            s += next(d for d in D if (s + d)[-n:] not in s)
        return s"
863,754.py,"class Solution:
    def reachNumber(self, target):
        pos, step, target = 0, 0, abs(target)
        while pos < target or (pos - target) % 2:
            step += 1
            pos += step
        return step"
864,755.py,"class Solution:
    def pourWater(self, heights, V, K):
        for drop in range(V):
            l = r = K
            for i in range(K - 1, -1, -1):
                if heights[i] > heights[l]:
                    break
                elif heights[i] < heights[l]:
                    l = i
            if l < K:
                heights[l] += 1
            else:
                for j in range(K + 1, len(heights)):
                    if heights[j] > heights[r]:
                        break
                    elif heights[j] < heights[r]:
                        r = j
            if l == r == K:
                heights[K] += 1
            elif r > K:
                heights[r] += 1
        return heights"
865,756.py,"class Solution:
    def pyramidTransition(self, bottom, allowed):
        chars, allowed = 'ABCDEFG', set(allowed)
        def dfs(r, q, i):
            if len(r) == 1: 
                return True
            for c in chars:
                if r[i:i+2]+c in allowed and (i==len(r)-2 and dfs(q+c,"""",0) or dfs(r,q+c,i+1)): return True
            return False
        return dfs(bottom, """", 0) "
866,757.py,"class Solution(object):
    def intersectionSizeTwo(self, intervals):
        intervals.sort(key = lambda k: k[1])
        solution = []
        for start, end in intervals:
            if not len(solution) or solution[-1] < start:
                solution.append(end - 1)
                solution.append(end)
            elif solution[-2] < start:
                solution.append(end)
        return len(solution)"
867,758.py,"class Solution:
    def boldWords(self, words, S):
        trie, n, mask, res = {}, len(S), set(), """"
        for w in words:
            cur = trie
            for c in w:
                if c not in cur:
                    cur[c] = {}
                cur = cur[c]
            cur[""#""] = cur.get(""#"", set()) | {w}
        for i in range(n):
            cur, j = trie, i
            while j < n and S[j] in cur:
                cur = cur[S[j]]
                if ""#"" in cur:
                    mask |= {ind for ind in range(i, j + 1)}
                j += 1
        for i in range(n):
            if i in mask and (not i or i - 1 not in mask):
                res += ""<b>""
            res += S[i]
            if i in mask and (i == n - 1 or i + 1 not in mask):
                res += ""</b>""
        return res"
