problem_id,code
46,"class Solution(object):
    def permute(self, nums):
        """"""
        :type nums: List[int]
        :rtype: List[List[int]]
        """"""
        
        if len(nums) == 0:
        	return []
        if len(nums) == 1:
        	return [nums]

        result = []
        for index in range(len(nums)):
        	for p in self.permute(nums[0:index] + nums[index+1:]):
        		result.append([nums[index]] + p)

        return result"
48,"'''
	You are given an n x n 2D matrix representing an image.

	Rotate the image by 90 degrees (clockwise).
'''
class Solution(object):
    def rotate(self, matrix):
        """"""
        :type matrix: List[List[int]]
        :rtype: void Do not return anything, modify matrix in-place instead.
        """"""
        n = len(matrix)
        if n%2 == 0:
        	m = n/2
        else:
        	m = n/2 + 1

        for i in range(n/2):
        	for j in range(m):
        		temp = matrix[i][j]
        		matrix[i][j] = matrix[n-j-1][i]
        		matrix[n-j-1][i] = matrix[n-i-1][n-j-1]
        		matrix[n-i-1][n-j-1] = matrix[j][n-i-1]
        		matrix[j][n-i-1] = temp
"
482,"'''
You are given a license key represented as a string S which consists only alphanumeric character and dashes. The string is separated into N+1 groups by N dashes.

Given a number K, we would want to reformat the strings such that each group contains exactly K characters, except for the first group which could be shorter than K, but still must contain at least one character. Furthermore, there must be a dash inserted between two groups and all lowercase letters should be converted to uppercase.

Given a non-empty string S and a number K, format the string according to the rules described above.

Example 1:
Input: S = ""5F3Z-2e-9-w"", K = 4

Output: ""5F3Z-2E9W""

Explanation: The string S has been split into two parts, each part has 4 characters.
Note that the two extra dashes are not needed and can be removed.
Example 2:
Input: S = ""2-5g-3-J"", K = 2

Output: ""2-5G-3J""

Explanation: The string S has been split into three parts, each part has 2 characters except the first part as it could be shorter as mentioned above.
Note:
The length of string S will not exceed 12,000, and K is a positive integer.
String S consists only of alphanumerical characters (a-z and/or A-Z and/or 0-9) and dashes(-).
String S is non-empty.
'''

class Solution(object):
    def licenseKeyFormatting(self, S, K):
        """"""
        :type S: str
        :type K: int
        :rtype: str
        """"""
        S = S.replace('-','').upper()
        result = """"
        
        if len(S)%K == 0:
            for index in range(0, len(S), K):
                result += S[index:index+K] + ""-""
        else:
            result = S[:len(S)%K] + ""-""
            for index in range(len(S)%K, len(S), K):
                result += S[index:index+K] + ""-""
        return result[:-1]
"
53,"'''
	Given an integer array nums, find the contiguous subarray (containing at least one number) which has the largest sum and return its sum.

	Example:

	Input: [-2,1,-3,4,-1,2,1,-5,4],
	Output: 6
	Explanation: [4,-1,2,1] has the largest sum = 6.
'''

class Solution(object):
    def maxSubArray(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        if not nums:
        	return 0

        currSum, result = nums[0], nums[0]

        for index in range(1, len(nums)):
        	currSum = max(nums[index], currSum+nums[index])
        	result = max(result, currSum)

        return result"
54,"'''
	Given a matrix of m x n elements (m rows, n columns), return all elements of the matrix in spiral order.

	Example 1:

	Input:
	[
	 [ 1, 2, 3 ],
	 [ 4, 5, 6 ],
	 [ 7, 8, 9 ]
	]
	Output: [1,2,3,6,9,8,7,4,5]
'''

class Solution(object):
    def spiralOrder(self, matrix):
        """"""
        :type matrix: List[List[int]]
        :rtype: List[int]
        """"""
        if not matrix:
        	return []

        R, C = len(matrix), len(matrix[0])
        dr = [0, 1, 0, -1]
        dc = [1, 0, -1, 0]

        result = []
        seen = [[False]*C for _ in range(R)]
        row = 0
        col = 0
        di = 0
        for _ in range(R*C):
        	result.append(matrix[row][col])
        	seen[row][col] = True
        	rr, cc = row + dr[di], col + dc[di]
        	if 0 <= rr < R and 0 <= cc < C and not seen[rr][cc]:
        		row, col = rr, cc
        	else:
        		di = (di+1)%4
        		row, col = row + dr[di], col + dc[di]

        return result"
56,"'''
	Given a collection of intervals, merge all overlapping intervals.

	Example 1:

	Input: [[1,3],[2,6],[8,10],[15,18]]
	Output: [[1,6],[8,10],[15,18]]
	Explanation: Since intervals [1,3] and [2,6] overlaps, merge them into [1,6].
	Example 2:

	Input: [[1,4],[4,5]]
	Output: [[1,5]]
	Explanation: Intervals [1,4] and [4,5] are considerred overlapping.
'''

# Definition for an interval.
# class Interval(object):
#     def __init__(self, s=0, e=0):
#         self.start = s
#         self.end = e

class compare(object):
	def __init__(self, interval):
		self.interval = interval

	def __lt__(self, other):
		if self.interval.start == other.interval.start:
			return self.interval.end < other.interval.end
		return self.interval.start < other.interval.end

class Solution(object):
    def merge(self, intervals):
        """"""
        :type intervals: List[Interval]
        :rtype: List[Interval]
        """"""
        
        intervals = sorted(intervals, key= compare)
        # intervals.sort(key=lambda x: x.start)
        merged = []
        for interval in intervals:
        	if not merged or merged[-1].end < interval.start:
        		merged.append(interval)
        	else:
        		merged[-1].end = max(merged[-1].end, interval.end)
        return merged

# Time: O(N*log(N))
# Space: O(1)"
57,"'''
	Given a set of non-overlapping intervals, insert a new interval into the intervals (merge if necessary).

	You may assume that the intervals were initially sorted according to their start times.

	Example 1:

	Input: intervals = [[1,3],[6,9]], newInterval = [2,5]
	Output: [[1,5],[6,9]]
	Example 2:

	Input: intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8]
	Output: [[1,2],[3,10],[12,16]]
	Explanation: Because the new interval [4,8] overlaps with [3,5],[6,7],[8,10].
'''

# Definition for an interval.
# class Interval(object):
#     def __init__(self, s=0, e=0):
#         self.start = s
#         self.end = e

class Solution(object):
    def insert(self, intervals, newInterval):
        """"""
        :type intervals: List[Interval]
        :type newInterval: Interval
        :rtype: List[Interval]
        """"""
        result = []
        for interval in intervals:
        	if newInterval.start > interval.end:
        		result.append(interval)
        	elif newInterval.end < interval.start:
        		result.append(newInterval)
        		newInterval = interval
        	elif newInterval.start <= interval.end or newInterval.end >= interval.start:
        		newInterval = Interval(min(newInterval.start, interval.start), max(interval.end, newInterval.end))

        result.append(newInterval)
       	return result"
60,"class Solution(object):
    def getPermutation(self, n, k):
        """"""
        :type n: int
        :type k: int
        :rtype: str
        """"""
        
        nums = []
        for index in range(1, n+1):
        	nums.append(index)

        def permute(nums):
        	if len(nums) == 0:
        		return []
        	if len(nums) == 1:
        		return [nums]

        	result = []
        	for index in range(len(nums)):
        		for p in permute(nums[0:index] + nums[index+1:]):
        			result.append([nums[index]] + p)

        	return result

        value = permute(nums)[k-1]
        result = """"
        for val in value:
        	result += str(val)
        return result"
61,"# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def rotateRight(self, head, k):
        """"""
        :type head: ListNode
        :type k: int
        :rtype: ListNode
        """"""
        if k == 0:
        	return head
        if not head:
        	return None

        tempHead, length = head, 1
        while tempHead.next:
        	length += 1
        	tempHead = tempHead.next

        tempHead.next = head
        jump = (length-k)%length

        previous = tempHead
        while jump > 0:
        	previous = previous.next
        	jump -= 1
        head = previous.next
        previous.next = None

        return head"
62,"'''
A robot is located at the top-left corner of a m x n grid (marked 'Start' in the diagram below).

The robot can only move either down or right at any point in time. The robot is trying to reach the bottom-right corner of the grid (marked 'Finish' in the diagram below).

How many possible unique paths are there?
'''

class Solution(object):
    def uniquePaths(self, m, n):
        """"""
        :type m: int
        :type n: int
        :rtype: int
        """"""
        dp = [[0 for _ in range(n)] for _ in range(m)]
        for index in range(m):
        	dp[index][0] = 1

        for index in range(n):
        	dp[0][index] = 1

        for index_i in range(1, m):
        	for index_j in range(1, n):
        		dp[index_i][index_j] = dp[index_i-1][index_j] + dp[index_i][index_j-1]

        return dp[m-1][n-1]"
63,"'''
A robot is located at the top-left corner of a m x n grid (marked 'Start' in the diagram below).

The robot can only move either down or right at any point in time. The robot is trying to reach the bottom-right corner of the grid (marked 'Finish' in the diagram below).

Now consider if some obstacles are added to the grids. How many unique paths would there be?
'''

class Solution(object):
    def uniquePathsWithObstacles(self, obstacleGrid):
        """"""
        :type obstacleGrid: List[List[int]]
        :rtype: int
        """"""
        m, n = len(obstacleGrid), len(obstacleGrid[0])
        dp = [[0 for _ in range(n)] for _ in range(m)]

        if obstacleGrid[0][0] == 1 or obstacleGrid[m-1][n-1] == 1:
        	return 0

        dp[0][0] = 1
        for index in range(1, m):
        	if obstacleGrid[index][0] == 1:
        		dp[index][0] = 0
        	else:
        		dp[index][0] = dp[index-1][0]

        for index in range(1, n):
        	if obstacleGrid[0][index] == 1:
        		dp[0][index] = 0
        	else:
        		dp[0][index] = dp[0][index-1]

        for index_i in range(1, m):
        	for index_j in range(1, n):
        		if obstacleGrid[index_i][index_j] == 1:
        			dp[index_i][index_j] = 0
        		else:
        			dp[index_i][index_j] = dp[index_i-1][index_j] + dp[index_i][index_j-1]

        return dp[m-1][n-1]
"
64,"'''
	Given a m x n grid filled with non-negative numbers, find a path from top left to bottom right which minimizes the sum of all numbers along its path.

	Note: You can only move either down or right at any point in time.
'''
class Solution(object):
    def minPathSum(self, grid):
        """"""
        :type grid: List[List[int]]
        :rtype: int
        """"""
        if not grid:
        	return 0

        row, col = len(grid), len(grid[0])
        dp = [[0 for _ in range(col)] for _ in range(row)]
        dp[0][0] = grid[0][0]

        for index in range(1, row):
        	dp[index][0] = dp[index-1][0] + grid[index][0]

        for index in range(1, col):
        	dp[0][index] = dp[0][index-1] + grid[0][index]

        print dp
        for index_i in range(1, row):
        	for index_j in range(1, col):
        		dp[index_i][index_j] = min(dp[index_i-1][index_j], dp[index_i][index_j-1]) + grid[index_i][index_j]

        return dp[row-1][col-1]"
65,"'''
	Validate if a given string is numeric.

	Some examples:
	""0"" => true
	"" 0.1 "" => true
	""abc"" => false
	""1 a"" => false
	""2e10"" => true

	Note: It is intended for the problem statement to be ambiguous. You should gather all requirements up front before implementing one.
'''

class Solution(object):
    def isNumber(self, s):
        """"""
        :type s: str
        :rtype: bool
        """"""
        s = s.strip()
        try:
            if isinstance(float(s),float) or isinstance(int(s),int):
                return True
        except Exception as e:
            return False

# Time: O(1)
# Space: O(1)"
66,"'''
	Given a non-empty array of digits representing a non-negative integer, plus one to the integer.

	The digits are stored such that the most significant digit is at the head of the list, and each element in the array contain a single digit.

	You may assume the integer does not contain any leading zero, except the number 0 itself.

	Example 1:

	Input: [1,2,3]
	Output: [1,2,4]
	Explanation: The array represents the integer 123
'''

class Solution(object):
    def plusOne(self, digits):
        """"""
        :type digits: List[int]
        :rtype: List[int]
        """"""
        result = []
        if not digits:
        	return []

        carry = 1
        new_digits = digits[::-1]

        for index in range(len(new_digits)):
        	new_digits[index], carry = (new_digits[index] + carry)%10, (new_digits[index] + carry)/10

        if carry > 0:
        	new_digits.append(carry)
        return new_digits[::-1]

Time: O(N)
Space: O(1)"
67,"'''
	Given two binary strings, return their sum (also a binary string).

	The input strings are both non-empty and contains only characters 1 or 0.

	Example 1:

	Input: a = ""11"", b = ""1""
	Output: ""100""

	Example 2:

	Input: a = ""1010"", b = ""1011""
	Output: ""10101""
'''

class Solution(object):
    def addBinary(self, a, b):
        """"""
        :type a: str
        :type b: str
        :rtype: str
        """"""
        
        result = """"

        carry = 0
        index_a, index_b = len(a)-1, len(b)-1
        while index_a >= 0 and index_b >= 0:
        	result = (int(a[index_a]) + int(b[index_b]) + carry)%2 + result
        	carry = (int(a[index_a]) + int(b[index_b]) + carry)%2
        	index_a -= 1
        	index_b -= 1

        if index_a >= 0:
        	while index_a >= 0:
	        	result = (int(a[index_a]) + carry)%2 + result
	        	carry = (int(a[index_a]) + carry)%2
	        	index_a -= 1
	    elif index_b >= 0:
	    	while index_b >= 0:
	    		result = (int(b[index_b]) + carry)%2 + result
	    		carry = (int(b[index_b]) + carry)%2
	    		index_b -= 1
	    else:
	    	if carry == 1:
	    		result = str(carry) + result
	    return result"
673,"'''
Given an unsorted array of integers, find the number of longest increasing subsequence.

Example 1:
Input: [1,3,5,4,7]
Output: 2
Explanation: The two longest increasing subsequence are [1, 3, 4, 7] and [1, 3, 5, 7].

Example 2:
Input: [2,2,2,2,2]
Output: 5
Explanation: The length of longest continuous increasing subsequence is 1, and there are 5 subsequences' length is 1, so output 5.
Note: Length of the given array will be not exceed 2000 and the answer is guaranteed to be fit in 32-bit signed int.
'''

class Solution(object):
    def findNumberOfLIS(self, nums):
        length = [1]*len(nums)
        count = [1]*len(nums)
        result = 0
        for end, num in enumerate(nums):
            for start in range(end):
                if num > nums[start]:
                    if length[start] >= length[end]:
                        length[end] = 1+length[start]
                        count[end] = count[start]
                    elif length[start] + 1 == length[end]:
                        count[end] += count[start]
        for index, max_subs in enumerate(count):
            if length[index] == max(length):
                result += max_subs
        return result
"
674,"'''
Given an unsorted array of integers, find the length of longest continuous increasing subsequence (subarray).

Example 1:
Input: [1,3,5,4,7]
Output: 3
Explanation: The longest continuous increasing subsequence is [1,3,5], its length is 3. 
Even though [1,3,5,7] is also an increasing subsequence, it's not a continuous one where 5 and 7 are separated by 4. 

Example 2:
Input: [2,2,2,2,2]
Output: 1

Explanation: The longest continuous increasing subsequence is [2], its length is 1. 
Note: Length of the array will not exceed 10,000.
'''

class Solution(object):
    def findLengthOfLCIS(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        if not nums:
            return 0
        start, result = 0, 1
        for end in range(1, len(nums)):
            if nums[end-1] >= nums[end]:
                start = end
            result = max(result, end-start+1)
        return result
"
681,"'''
Given a time represented in the format ""HH:MM"", form the next closest time by reusing the current digits. There is no limit on how many times a digit can be reused.

You may assume the given input string is always valid. For example, ""01:34"", ""12:09"" are all valid. ""1:34"", ""12:9"" are all invalid.

Example 1:

Input: ""19:34""
Output: ""19:39""
Explanation: The next closest time choosing from digits 1, 9, 3, 4, is 19:39, which occurs 5 minutes later.  It is not 19:33, because this occurs 23 hours and 59 minutes later.
Example 2:

Input: ""23:59""
Output: ""22:22""
Explanation: The next closest time choosing from digits 2, 3, 5, 9, is 22:22. It may be assumed that the returned time is next day's time since it is smaller than the input time numerically.
'''

class Solution(object):
    def nextClosestTime(self, time):
    	current_time = 60*int(time[:2]) + int(time[3:])
    	allowed = {int(x) for x in time if x != ':'}
    	result = 24*60
    	ans = current_time
    	for h1, h2, m1, m2 in itertools.product(allowed, repeat=4):
    		hours, minutes = 10*h1+h2, 10*m1+m2
    		if hours < 24 and minutes < 60:
    			elapsed = 60*hours + minutes
    			diff = (current_time - elapsed)%(24*60)
    			if 0 < diff < result:
    				result = diff
    				ans = elapsed

    	return ""{:02d}:{:02d}"".format(divmod(ans, 60))
"
70,"'''
	You are climbing a stair case. It takes n steps to reach to the top.

	Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top?

	Note: Given n will be a positive integer.

	Example 1:

	Input: 2
	Output: 2
	Explanation: There are two ways to climb to the top.
	1. 1 step + 1 step
	2. 2 steps
'''

class Solution(object):
    def climbStairs(self, n):
        """"""
        :type n: int
        :rtype: int
        """"""
        if n == 0:
        	return 0

        dp = [0]*n
        dp[0], dp[1] = 1, 2

        for index in range(2, n):
        	dp[index] = dp[index-1] + dp[index-2]
        return dp[n-1]

# Time: O(N)
# Space: O(N)
"
71,"'''
	Given an absolute path for a file (Unix-style), simplify it.

	For example,
	path = ""/home/"", => ""/home""
	path = ""/a/./b/../../c/"", => ""/c""
'''

class Solution(object):
    def simplifyPath(self, path):
        """"""
        :type path: str
        :rtype: str
        """"""

        result = ""/""
        stack = []

        index = 0
        while index < len(path):
        	if path[index] == '/':
        		index += 1
        		continue


        	curr_str = """"
        	while index < len(path) and path[index] != '/':
        		curr_str += path[index]
        		index += 1

        	if curr_str == '.' or curr_str == """":
        		index += 1
        		continue
        	elif curr_str == "".."":
        		if stack:
	        		stack.pop()
        		index += 1
        	else:
        		stack.append(curr_str)
        		index += 1

        for index in range(len(stack)):
        	if index != len(stack) -1:
        		result += stack[index] + '/'
        	else:
        		result += stack[index]

        return result

# Time: O(N)
# Space: O(N)"
72,"'''
	Given two words word1 and word2, find the minimum number of operations required to convert word1 to word2.

	You have the following 3 operations permitted on a word:

	Insert a character
	Delete a character
	Replace a character
	Example 1:

	Input: word1 = ""horse"", word2 = ""ros""
	Output: 3
	Explanation: 
	horse -> rorse (replace 'h' with 'r')
	rorse -> rose (remove 'r')
	rose -> ros (remove 'e')
	Example 2:

	Input: word1 = ""intention"", word2 = ""execution""
	Output: 5
	Explanation: 
	intention -> inention (remove 't')
	inention -> enention (replace 'i' with 'e')
	enention -> exention (replace 'n' with 'x')
	exention -> exection (replace 'n' with 'c')
	exection -> execution (insert 'u')
'''

class Solution(object):
    def minDistance(self, word1, word2):
        """"""
        :type word1: str
        :type word2: str
        :rtype: int
        """"""
        m , n = len(word1), len(word2)

        dp = [[0 for _ in range(n+1)] for _ in range(m+1)]
        for index_i in range(m+1):
        	for index_j in range(n+1):
        		if index_i == 0:
        			dp[index_i][index_j] = index_j
        		elif index_j == 0:
        			dp[index_i][index_j] = index_i
        		elif word1[index_i-1] == word2[index_j-1]:
        			dp[index_i][index_j] = dp[index_i-1][index_j-1]
        		else:
        			dp[index_i][index_j] = 1 + min(dp[index_i-1][index_j], dp[index_i-1][index_j-1], dp[index_i][index_j-1])

        return dp[m][n]"
73,"class Solution(object):
    def setZeroes(self, matrix):
        """"""
        :type matrix: List[List[int]]
        :rtype: void Do not return anything, modify matrix in-place instead.
        """"""
        col0 = 1
        for row in range(len(matrix)):
        	if matrix[row][0] == 0:
        		col0 = 0
        	for col in range(1, len(matrix[0])):
        		if matrix[row][col] == 0:
        			matrix[row][0] = 0
        			matrix[0][col] = 0
        for row in range(len(matrix)-1, -1, -1):
        	for col in range(len(matrix[0])-1, 0, -1):
        		if matrix[row][0] == 0 or matrix[0][col] == 0:
        			matrix[row][col] = 0
        	if col0 == 0:
        		matrix[row][0] = 0

"
74,"'''
	Write an efficient algorithm that searches for a value in an m x n matrix. This matrix has the following properties:

	Integers in each row are sorted from left to right.
	The first integer of each row is greater than the last integer of the previous row.
	Example 1:

	Input:
	matrix = [
	  [1,   3,  5,  7],
	  [10, 11, 16, 20],
	  [23, 30, 34, 50]
	]
	target = 3
	Output: true
'''
class Solution(object):
    def searchMatrix(self, matrix, target):
        """"""
        :type matrix: List[List[int]]
        :type target: int
        :rtype: bool
        """"""

        if not matrix:
        	return 0
        left, right = 0, len(matrix[0])-1

        while left < len(matrix) and right >= 0:
        	if matrix[left][right] == target:
        		return True 
        	elif matrix[left][right] < target:
        		left += 1
        	else:
        		right -= 1
        return False"
75,"'''
	Given an array with n objects colored red, white or blue, sort them in-place so that objects of the same color are adjacent, with the colors in the order red, white and blue.

	Here, we will use the integers 0, 1, and 2 to represent the color red, white, and blue respectively.

	Note: You are not suppose to use the library's sort function for this problem.

	Example:

	Input: [2,0,2,1,1,0]
	Output: [0,0,1,1,2,2]
'''
class Solution(object):
    def sortColors(self, nums):
        """"""
        :type nums: List[int]
        :rtype: void Do not return anything, modify nums in-place instead.
        """"""
        zero, last = 0, len(nums)-1
        index = 0
        while  index <= last:
        	if nums[index] == 1:
        		index += 1
        	elif nums[index] == 0:
        		nums[index], nums[zero] = nums[zero], nums[index]
        		index += 1
        		zero += 1
        	elif nums[index] == 2:
        		nums[last], nums[index] = nums[index], nums[last]
        		last -= 1"
78,"'''
Given a set of distinct integers, nums, return all possible subsets (the power set).
'''

class Solution(object):
    def subsets(self, nums):
        """"""
        :type nums: List[int]
        :rtype: List[List[int]]
        """"""
        result = [[]]
        for num in nums:
        	for j in range(len(result)):
        		result.append(result[j] + [num])
        return result"
79,"'''
	Given a 2D board and a word, find if the word exists in the grid.

	The word can be constructed from letters of sequentially adjacent cell, where ""adjacent"" cells are those horizontally or vertically neighboring. The same letter cell may not be used more than once.

	Example:

	board =
	[
	  ['A','B','C','E'],
	  ['S','F','C','S'],
	  ['A','D','E','E']
	]

	Given word = ""ABCCED"", return true.
	Given word = ""SEE"", return true.
	Given word = ""ABCB"", return false.
'''

class Solution(object):
    def exist(self, board, word):
        """"""
        :type board: List[List[str]]
        :type word: str
        :rtype: bool
        """"""

        result = False
        for row in range(len(board)):
        	for col in range(len(board[0])):
        		if self.dfs(board, word, row, col, 0):
        			return True
        return False

    def dfs(self, board, word, row, col, curr_len):
    	if row < 0 or col < 0 or row >= len(board) or col >= len(board[0]):
    		return False
    	if board[row][col] == word[curr_len]:
    		c = board[row][col]
    		board[row][col] = '#'

    		if curr_len == len(word) - 1:
    			return True
    		elif (self.dfs(board, word, row-1, col, curr_len+1) or self.dfs(board, word, row+1, col, curr_len+1) or self.dfs(board, word, row, col-1, curr_len+1) or self.dfs(board, word, row, col+1, curr_len+1)):
    			return True

    		board[row][col] = c
    	return False"
8,"class Solution:
    def myAtoi(self, str):
        """"""
        :type str: str
        :rtype: int
        """"""
        str = str.strip()
        number = """"
        
        
        for x in str:
            if x.isalpha() and number == """":
                return 0
            elif x.isalpha():
                break
            elif x == ""."":
                break
            elif x == "" "":
                break
            elif (x == ""+"" or x == ""-"") and number == """":
                number = number + x
            elif (x == ""+"" or x == ""-"") and number != """":
                break
            elif (x == ""+"" or x == ""-"") and (number[-1] == ""+"" or number[-1] == ""-""):
                return 0
            elif (x == ""+"" or x == ""-"") and (""+"" in number or ""-"" in number):
                break
            elif x.isdigit():
                number = number + x
        if number == """" or number == ""+"" or number == ""-"":
            return 0
        else:
            if int(number) > ((2**31)-1):
                return (2**31)-1
            elif int(number) < -(2**31):
                return -(2**31)
            else:
                return int(number)"
80,"'''
	Given a sorted array nums, remove the duplicates in-place such that duplicates appeared at most twice and return the new length.

	Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

	Example 1:

	Given nums = [1,1,1,2,2,3],

	Your function should return length = 5, with the first five elements of nums being 1, 1, 2, 2 and 3 respectively.

	It doesn't matter what you leave beyond the returned length.
'''

class Solution(object):
    def removeDuplicates(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        if len(nums) <= 2:
        	return len(nums)

        prev, curr = 1, 2

        while curr < len(nums):
        	if nums[prev] == nums[curr] and nums[curr] == nums[prev-1]:
        		curr += 1
        	else:
        		prev += 1
        		nums[prev] = nums[curr]
        		curr += 1
        return prev+1
"
81,"'''
	Suppose an array sorted in ascending order is rotated at some pivot unknown to you beforehand.

	(i.e., [0,0,1,2,2,5,6] might become [2,5,6,0,0,1,2]).

	You are given a target value to search. If found in the array return true, otherwise return false.

	Example 1:

	Input: nums = [2,5,6,0,0,1,2], target = 0
	Output: true
	Example 2:

	Input: nums = [2,5,6,0,0,1,2], target = 3
	Output: false
'''

class Solution(object):
    def search(self, nums, target):
        """"""
        :type nums: List[int]
        :type target: int
        :rtype: bool
        """"""
        left, right = 0, len(nums) -1
        while left <= right: 	
        	mid = (left + right) / 2
        	if nums[mid] == target:
        		return True
        	if nums[left] < nums[mid]:
        		if nums[left] <= target < nums[mid]:
        			right = mid - 1
        		else:
        			left = mid + 1
        	elif nums[mid] < nums[left]:
        		if nums[mid] < target <= nums[right]:
        			left = mid + 1
        		else:
        			right = mid -1
        	else:
        		left += 1

        return False"
82,"'''
Given a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list.

Example 1:

Input: 1->2->3->3->4->4->5
Output: 1->2->5
Example 2:

Input: 1->1->1->2->3
Output: 2->3
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def deleteDuplicates(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""
        if not head:
        	return None

        result = ListNode(0)
        ans = result
        curr = head
        while curr:
        	value = curr.val
        	count = 0
        	while curr and curr.val == value:
        		curr = curr.next
        		count += 1
        	if count == 1:
        		result.next = ListNode(value)
        		result = result.next
        return ans.next"
83,"'''
	Given a sorted linked list, delete all duplicates such that each element appear only once.

	Example 1:

	Input: 1->1->2
	Output: 1->2
	Example 2:

	Input: 1->1->2->3->3
	Output: 1->2->3
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def deleteDuplicates(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""
        if not head:
        	return None

        curr = head
        while curr and curr.next:
        	if curr.val == curr.next.val:
        		curr.next = curr.next.next
        	else:
	        	curr = curr.next

        return head"
830,"'''
In a string S of lowercase letters, these letters form consecutive groups of the same character.

For example, a string like S = ""abbxxxxzyy"" has the groups ""a"", ""bb"", ""xxxx"", ""z"" and ""yy"".

Call a group large if it has 3 or more characters.  We would like the starting and ending positions of every large group.

The final answer should be in lexicographic order.

 

Example 1:

Input: ""abbxxxxzzy""
Output: [[3,6]]
Explanation: ""xxxx"" is the single large group with starting  3 and ending positions 6.
Example 2:

Input: ""abc""
Output: []
Explanation: We have ""a"",""b"" and ""c"" but no large group.
Example 3:

Input: ""abcdddeeeeaabbbcd""
Output: [[3,5],[6,9],[12,14]]
'''

class Solution(object):
    def largeGroupPositions(self, S):
        """"""
        :type S: str
        :rtype: List[List[int]]
        """"""
        if not S:
            return []
        
        result = []
        count = 1
        prevChar = S[0]
        index_i = 0
        for index in range(1,len(S)):
            if S[index] == prevChar:
                count += 1
            else:
                if count >= 3:
                    result.append([index_i, index-1])
                
                count = 1
                prevChar = S[index]
                index_i = index
                
        if count >= 3:
            result.append([index_i, len(S)-1])
        return result
"
831,"'''
We are given a personal information string S, which may represent either an email address or a phone number.

We would like to mask this personal information according to the following rules:


1. Email address:

We define a name to be a string of length ≥ 2 consisting of only lowercase letters a-z or uppercase letters A-Z.

An email address starts with a name, followed by the symbol '@', followed by a name, followed by the dot '.' and followed by a name. 

All email addresses are guaranteed to be valid and in the format of ""name1@name2.name3"".

To mask an email, all names must be converted to lowercase and all letters between the first and last letter of the first name must be replaced by 5 asterisks '*'.


2. Phone number:

A phone number is a string consisting of only the digits 0-9 or the characters from the set {'+', '-', '(', ')', ' '}. You may assume a phone number contains 10 to 13 digits.

The last 10 digits make up the local number, while the digits before those make up the country code. Note that the country code is optional. We want to expose only the last 4 digits and mask all other digits.

The local number should be formatted and masked as ""***-***-1111"", where 1 represents the exposed digits.

To mask a phone number with country code like ""+111 111 111 1111"", we write it in the form ""+***-***-***-1111"".  The '+' sign and the first '-' sign before the local number should only exist if there is a country code.  For example, a 12 digit phone number mask should start with ""+**-"".

Note that extraneous characters like ""("", "")"", "" "", as well as extra dashes or plus signs not part of the above formatting scheme should be removed.

 

Return the correct ""mask"" of the information provided.

 

Example 1:

Input: ""LeetCode@LeetCode.com""
Output: ""l*****e@leetcode.com""
Explanation: All names are converted to lowercase, and the letters between the
             first and last letter of the first name is replaced by 5 asterisks.
             Therefore, ""leetcode"" -> ""l*****e"".
Example 2:

Input: ""AB@qq.com""
Output: ""a*****b@qq.com""
Explanation: There must be 5 asterisks between the first and last letter 
             of the first name ""ab"". Therefore, ""ab"" -> ""a*****b"".
Example 3:

Input: ""1(234)567-890""
Output: ""***-***-7890""
Explanation: 10 digits in the phone number, which means all digits make up the local number.
Example 4:

Input: ""86-(10)12345678""
Output: ""+**-***-***-5678""
Explanation: 12 digits, 2 digits for country code and 10 digits for local number. 
Notes:

S.length <= 40.
Emails have length at least 8.
Phone numbers have length at least 10.
'''
class Solution(object):
    def maskPII(self, S):
        """"""
        :type S: str
        :rtype: str
        """"""
        if '@' in S:
            S = S.lower()
            firstChar = S[0]
            asterix = S.find('@')
            return S[0] + ""*****"" + S[asterix-1:]
        else:
            S = S.replace('+', """")
            S = S.replace('(', '')
            S = S.replace('-', '')
            S = S.replace(')', '')
            S = S.replace(' ', '')
            
            if len(S) == 10:
                return ""***-***-"" + S[-4:]
            else:
                countryCode = len(S) - 10
                result = ""+""
                for index in range(countryCode):
                    result += ""*""
                return result + ""-***-***-"" + S[-4:]
"
